Date,Adj Close
21/11/2016,2198.179932
18/11/2016,2181.899902
17/11/2016,2187.120117
16/11/2016,2176.939941
15/11/2016,2180.389893
14/11/2016,2164.199951
11/11/2016,2164.449951
10/11/2016,2167.47998
9/11/2016,2163.26001
8/11/2016,2139.560059
7/11/2016,2131.52002
4/11/2016,2085.179932
3/11/2016,2088.659912
2/11/2016,2097.939941
1/11/2016,2111.719971
31/10/2016,2126.149902
28/10/2016,2126.409912
27/10/2016,2133.040039
26/10/2016,2139.429932
25/10/2016,2143.159912
24/10/2016,2151.330078
21/10/2016,2141.159912
20/10/2016,2141.340088
19/10/2016,2144.290039
18/10/2016,2139.600098
17/10/2016,2126.5
14/10/2016,2132.97998
13/10/2016,2132.550049
12/10/2016,2139.179932
11/10/2016,2136.72998
10/10/2016,2163.659912
7/10/2016,2153.73999
6/10/2016,2160.77002
5/10/2016,2159.72998
4/10/2016,2150.48999
3/10/2016,2161.199951
30/9/2016,2168.27002
29/9/2016,2151.129883
28/9/2016,2171.370117
27/9/2016,2159.929932
26/9/2016,2146.100098
23/9/2016,2164.689941
22/9/2016,2177.179932
21/9/2016,2163.120117
20/9/2016,2139.76001
19/9/2016,2139.120117
16/9/2016,2139.159912
15/9/2016,2147.26001
14/9/2016,2125.77002
13/9/2016,2127.02002
12/9/2016,2159.040039
9/9/2016,2127.810059
8/9/2016,2181.300049
7/9/2016,2186.159912
6/9/2016,2186.47998
2/9/2016,2179.97998
1/9/2016,2170.860107
31/8/2016,2170.949951
30/8/2016,2176.120117
29/8/2016,2180.379883
26/8/2016,2169.040039
25/8/2016,2172.469971
24/8/2016,2175.439941
23/8/2016,2186.899902
22/8/2016,2182.639893
19/8/2016,2183.870117
18/8/2016,2187.02002
17/8/2016,2182.219971
16/8/2016,2178.149902
15/8/2016,2190.149902
12/8/2016,2184.050049
11/8/2016,2185.790039
10/8/2016,2175.48999
9/8/2016,2181.73999
8/8/2016,2180.889893
5/8/2016,2182.870117
4/8/2016,2164.25
3/8/2016,2163.790039
2/8/2016,2157.030029
1/8/2016,2170.840088
29/7/2016,2173.600098
28/7/2016,2170.060059
27/7/2016,2166.580078
26/7/2016,2169.179932
25/7/2016,2168.47998
22/7/2016,2175.030029
21/7/2016,2165.169922
20/7/2016,2173.02002
19/7/2016,2163.780029
18/7/2016,2166.889893
15/7/2016,2161.73999
14/7/2016,2163.75
13/7/2016,2152.429932
12/7/2016,2152.139893
11/7/2016,2137.159912
8/7/2016,2129.899902
7/7/2016,2097.899902
6/7/2016,2099.72998
5/7/2016,2088.550049
1/7/2016,2102.949951
30/6/2016,2098.860107
29/6/2016,2070.77002
28/6/2016,2036.089966
27/6/2016,2000.540039
24/6/2016,2037.410034
23/6/2016,2113.320068
22/6/2016,2085.449951
21/6/2016,2088.899902
20/6/2016,2083.25
17/6/2016,2071.219971
16/6/2016,2077.98999
15/6/2016,2071.5
14/6/2016,2075.320068
13/6/2016,2079.060059
10/6/2016,2096.070068
9/6/2016,2115.47998
8/6/2016,2119.120117
7/6/2016,2112.129883
6/6/2016,2109.409912
3/6/2016,2099.129883
2/6/2016,2105.26001
1/6/2016,2099.330078
31/5/2016,2096.949951
27/5/2016,2099.060059
26/5/2016,2090.100098
25/5/2016,2090.540039
24/5/2016,2076.060059
23/5/2016,2048.040039
20/5/2016,2052.320068
19/5/2016,2040.040039
18/5/2016,2047.630005
17/5/2016,2047.209961
16/5/2016,2066.659912
13/5/2016,2046.609985
12/5/2016,2064.110107
11/5/2016,2064.459961
10/5/2016,2084.389893
9/5/2016,2058.689941
6/5/2016,2057.139893
5/5/2016,2050.629883
4/5/2016,2051.120117
3/5/2016,2063.370117
2/5/2016,2081.429932
29/4/2016,2065.300049
28/4/2016,2075.810059
27/4/2016,2095.149902
26/4/2016,2091.699951
25/4/2016,2087.790039
22/4/2016,2091.580078
21/4/2016,2091.47998
20/4/2016,2102.399902
19/4/2016,2100.800049
18/4/2016,2094.340088
15/4/2016,2080.72998
14/4/2016,2082.780029
13/4/2016,2082.419922
12/4/2016,2061.719971
11/4/2016,2041.98999
8/4/2016,2047.599976
7/4/2016,2041.910034
6/4/2016,2066.659912
5/4/2016,2045.170044
4/4/2016,2066.129883
1/4/2016,2072.780029
31/3/2016,2059.73999
30/3/2016,2063.949951
29/3/2016,2055.01001
28/3/2016,2037.050049
24/3/2016,2035.939941
23/3/2016,2036.709961
22/3/2016,2049.800049
21/3/2016,2051.600098
18/3/2016,2049.580078
17/3/2016,2040.589966
16/3/2016,2027.219971
15/3/2016,2015.930054
14/3/2016,2019.640015
11/3/2016,2022.189941
10/3/2016,1989.569946
9/3/2016,1989.26001
8/3/2016,1979.26001
7/3/2016,2001.76001
4/3/2016,1999.98999
3/3/2016,1993.400024
2/3/2016,1986.449951
1/3/2016,1978.349976
29/2/2016,1932.22998
26/2/2016,1948.050049
25/2/2016,1951.699951
24/2/2016,1929.800049
23/2/2016,1921.27002
22/2/2016,1945.5
19/2/2016,1917.780029
18/2/2016,1917.829956
17/2/2016,1926.819946
16/2/2016,1895.579956
12/2/2016,1864.780029
11/2/2016,1829.079956
10/2/2016,1851.859985
9/2/2016,1852.209961
8/2/2016,1853.439941
5/2/2016,1880.050049
4/2/2016,1915.449951
3/2/2016,1912.530029
2/2/2016,1903.030029
1/2/2016,1939.380005
29/1/2016,1940.23999
28/1/2016,1893.359985
27/1/2016,1882.949951
26/1/2016,1903.630005
25/1/2016,1877.079956
22/1/2016,1906.900024
21/1/2016,1868.98999
20/1/2016,1859.329956
19/1/2016,1881.329956
15/1/2016,1880.329956
14/1/2016,1921.839966
13/1/2016,1890.280029
12/1/2016,1938.680054
11/1/2016,1923.670044
8/1/2016,1922.030029
7/1/2016,1943.089966
6/1/2016,1990.26001
5/1/2016,2016.709961
4/1/2016,2012.660034
31/12/2015,2043.939941
30/12/2015,2063.360107
29/12/2015,2078.360107
28/12/2015,2056.5
24/12/2015,2060.98999
23/12/2015,2064.290039
22/12/2015,2038.969971
21/12/2015,2021.150024
18/12/2015,2005.550049
17/12/2015,2041.890015
16/12/2015,2073.070068
15/12/2015,2043.410034
14/12/2015,2021.939941
11/12/2015,2012.369995
10/12/2015,2052.22998
9/12/2015,2047.619995
8/12/2015,2063.590088
7/12/2015,2077.070068
4/12/2015,2091.689941
3/12/2015,2049.620117
2/12/2015,2079.51001
1/12/2015,2102.629883
30/11/2015,2080.409912
27/11/2015,2090.110107
25/11/2015,2088.870117
24/11/2015,2089.139893
23/11/2015,2086.590088
20/11/2015,2089.169922
19/11/2015,2081.23999
18/11/2015,2083.580078
17/11/2015,2050.439941
16/11/2015,2053.189941
13/11/2015,2023.040039
12/11/2015,2045.969971
11/11/2015,2075
10/11/2015,2081.719971
9/11/2015,2078.580078
6/11/2015,2099.199951
5/11/2015,2099.929932
4/11/2015,2102.310059
3/11/2015,2109.790039
2/11/2015,2104.050049
30/10/2015,2079.360107
29/10/2015,2089.409912
28/10/2015,2090.350098
27/10/2015,2065.889893
26/10/2015,2071.179932
23/10/2015,2075.149902
22/10/2015,2052.51001
21/10/2015,2018.939941
20/10/2015,2030.77002
19/10/2015,2033.660034
16/10/2015,2033.109985
15/10/2015,2023.859985
14/10/2015,1994.23999
13/10/2015,2003.689941
12/10/2015,2017.459961
9/10/2015,2014.890015
8/10/2015,2013.430054
7/10/2015,1995.829956
6/10/2015,1979.920044
5/10/2015,1987.050049
2/10/2015,1951.359985
1/10/2015,1923.819946
30/9/2015,1920.030029
29/9/2015,1884.089966
28/9/2015,1881.77002
25/9/2015,1931.339966
24/9/2015,1932.23999
23/9/2015,1938.76001
22/9/2015,1942.73999
21/9/2015,1966.969971
18/9/2015,1958.030029
17/9/2015,1990.199951
16/9/2015,1995.310059
15/9/2015,1978.089966
14/9/2015,1953.030029
11/9/2015,1961.050049
10/9/2015,1952.290039
9/9/2015,1942.040039
8/9/2015,1969.410034
4/9/2015,1921.219971
3/9/2015,1951.130005
2/9/2015,1948.859985
1/9/2015,1913.849976
31/8/2015,1972.180054
28/8/2015,1988.869995
27/8/2015,1987.660034
26/8/2015,1940.51001
25/8/2015,1867.609985
24/8/2015,1893.209961
21/8/2015,1970.890015
20/8/2015,2035.72998
19/8/2015,2079.610107
18/8/2015,2096.919922
17/8/2015,2102.439941
14/8/2015,2091.540039
13/8/2015,2083.389893
12/8/2015,2086.050049
11/8/2015,2084.070068
10/8/2015,2104.179932
7/8/2015,2077.570068
6/8/2015,2083.560059
5/8/2015,2099.840088
4/8/2015,2093.320068
3/8/2015,2098.040039
31/7/2015,2103.840088
30/7/2015,2108.629883
29/7/2015,2108.570068
28/7/2015,2093.25
27/7/2015,2067.639893
24/7/2015,2079.649902
23/7/2015,2102.149902
22/7/2015,2114.149902
21/7/2015,2119.209961
20/7/2015,2128.280029
17/7/2015,2126.639893
16/7/2015,2124.290039
15/7/2015,2107.399902
14/7/2015,2108.949951
13/7/2015,2099.600098
10/7/2015,2076.620117
9/7/2015,2051.310059
8/7/2015,2046.680054
7/7/2015,2081.340088
6/7/2015,2068.76001
2/7/2015,2076.780029
1/7/2015,2077.419922
30/6/2015,2063.110107
29/6/2015,2057.639893
26/6/2015,2101.48999
25/6/2015,2102.310059
24/6/2015,2108.580078
23/6/2015,2124.199951
22/6/2015,2122.850098
19/6/2015,2109.98999
18/6/2015,2121.23999
17/6/2015,2100.439941
16/6/2015,2096.290039
15/6/2015,2084.429932
12/6/2015,2094.110107
11/6/2015,2108.860107
10/6/2015,2105.199951
9/6/2015,2080.149902
8/6/2015,2079.280029
5/6/2015,2092.830078
4/6/2015,2095.840088
3/6/2015,2114.070068
2/6/2015,2109.600098
1/6/2015,2111.72998
29/5/2015,2107.389893
28/5/2015,2120.790039
27/5/2015,2123.47998
26/5/2015,2104.199951
22/5/2015,2126.060059
21/5/2015,2130.820068
20/5/2015,2125.850098
19/5/2015,2127.830078
18/5/2015,2129.199951
15/5/2015,2122.72998
14/5/2015,2121.100098
13/5/2015,2098.47998
12/5/2015,2099.120117
11/5/2015,2105.330078
8/5/2015,2116.100098
7/5/2015,2088
6/5/2015,2080.149902
5/5/2015,2089.459961
4/5/2015,2114.48999
1/5/2015,2108.290039
30/4/2015,2085.51001
29/4/2015,2106.850098
28/4/2015,2114.76001
27/4/2015,2108.919922
24/4/2015,2117.689941
23/4/2015,2112.929932
22/4/2015,2107.959961
21/4/2015,2097.290039
20/4/2015,2100.399902
17/4/2015,2081.179932
16/4/2015,2104.98999
15/4/2015,2106.629883
14/4/2015,2095.840088
13/4/2015,2092.429932
10/4/2015,2102.060059
9/4/2015,2091.179932
8/4/2015,2081.899902
7/4/2015,2076.330078
6/4/2015,2080.620117
2/4/2015,2066.959961
1/4/2015,2059.689941
31/3/2015,2067.889893
30/3/2015,2086.23999
27/3/2015,2061.02002
26/3/2015,2056.149902
25/3/2015,2061.050049
24/3/2015,2091.5
23/3/2015,2104.419922
20/3/2015,2108.100098
19/3/2015,2089.27002
18/3/2015,2099.5
17/3/2015,2074.280029
16/3/2015,2081.189941
13/3/2015,2053.399902
12/3/2015,2065.949951
11/3/2015,2040.23999
10/3/2015,2044.160034
9/3/2015,2079.429932
6/3/2015,2071.26001
5/3/2015,2101.040039
4/3/2015,2098.530029
3/3/2015,2107.780029
2/3/2015,2117.389893
27/2/2015,2104.5
26/2/2015,2110.73999
25/2/2015,2113.860107
24/2/2015,2115.47998
23/2/2015,2109.659912
20/2/2015,2110.300049
19/2/2015,2097.449951
18/2/2015,2099.679932
17/2/2015,2100.340088
13/2/2015,2096.98999
12/2/2015,2088.47998
11/2/2015,2068.530029
10/2/2015,2068.590088
9/2/2015,2046.73999
6/2/2015,2055.469971
5/2/2015,2062.52002
4/2/2015,2041.51001
3/2/2015,2050.030029
2/2/2015,2020.849976
30/1/2015,1994.98999
29/1/2015,2021.25
28/1/2015,2002.160034
27/1/2015,2029.550049
26/1/2015,2057.090088
23/1/2015,2051.820068
22/1/2015,2063.149902
21/1/2015,2032.119995
20/1/2015,2022.550049
16/1/2015,2019.420044
15/1/2015,1992.670044
14/1/2015,2011.27002
13/1/2015,2023.030029
12/1/2015,2028.26001
9/1/2015,2044.810059
8/1/2015,2062.139893
7/1/2015,2025.900024
6/1/2015,2002.609985
5/1/2015,2020.579956
2/1/2015,2058.199951
31/12/2014,2058.899902
30/12/2014,2080.350098
29/12/2014,2090.570068
26/12/2014,2088.77002
24/12/2014,2081.879883
23/12/2014,2082.169922
22/12/2014,2078.540039
19/12/2014,2070.649902
18/12/2014,2061.22998
17/12/2014,2012.890015
16/12/2014,1972.73999
15/12/2014,1989.630005
12/12/2014,2002.329956
11/12/2014,2035.329956
10/12/2014,2026.140015
9/12/2014,2059.820068
8/12/2014,2060.310059
5/12/2014,2075.370117
4/12/2014,2071.919922
3/12/2014,2074.330078
2/12/2014,2066.550049
1/12/2014,2053.439941
28/11/2014,2067.560059
26/11/2014,2072.830078
25/11/2014,2067.030029
24/11/2014,2069.409912
21/11/2014,2063.5
20/11/2014,2052.75
19/11/2014,2048.719971
18/11/2014,2051.800049
17/11/2014,2041.319946
14/11/2014,2039.819946
13/11/2014,2039.329956
12/11/2014,2038.25
11/11/2014,2039.680054
10/11/2014,2038.26001
7/11/2014,2031.920044
6/11/2014,2031.209961
5/11/2014,2023.569946
4/11/2014,2012.099976
3/11/2014,2017.810059
31/10/2014,2018.050049
30/10/2014,1994.650024
29/10/2014,1982.300049
28/10/2014,1985.050049
27/10/2014,1961.630005
24/10/2014,1964.579956
23/10/2014,1950.819946
22/10/2014,1927.109985
21/10/2014,1941.280029
20/10/2014,1904.01001
17/10/2014,1886.76001
16/10/2014,1862.76001
15/10/2014,1862.48999
14/10/2014,1877.699951
13/10/2014,1874.73999
10/10/2014,1906.130005
9/10/2014,1928.209961
8/10/2014,1968.890015
7/10/2014,1935.099976
6/10/2014,1964.819946
3/10/2014,1967.900024
2/10/2014,1946.170044
1/10/2014,1946.160034
30/9/2014,1972.290039
29/9/2014,1977.800049
26/9/2014,1982.849976
25/9/2014,1965.98999
24/9/2014,1998.300049
23/9/2014,1982.77002
22/9/2014,1994.290039
19/9/2014,2010.400024
18/9/2014,2011.359985
17/9/2014,2001.569946
16/9/2014,1998.97998
15/9/2014,1984.130005
12/9/2014,1985.540039
11/9/2014,1997.449951
10/9/2014,1995.689941
9/9/2014,1988.439941
8/9/2014,2001.540039
5/9/2014,2007.709961
4/9/2014,1997.650024
3/9/2014,2000.719971
2/9/2014,2002.280029
29/8/2014,2003.369995
28/8/2014,1996.73999
27/8/2014,2000.119995
26/8/2014,2000.02002
25/8/2014,1997.920044
22/8/2014,1988.400024
21/8/2014,1992.369995
20/8/2014,1986.51001
19/8/2014,1981.599976
18/8/2014,1971.73999
15/8/2014,1955.060059
14/8/2014,1955.180054
13/8/2014,1946.719971
12/8/2014,1933.75
11/8/2014,1936.920044
8/8/2014,1931.589966
7/8/2014,1909.569946
6/8/2014,1920.23999
5/8/2014,1920.209961
4/8/2014,1938.98999
1/8/2014,1925.150024
31/7/2014,1930.670044
30/7/2014,1970.069946
29/7/2014,1969.949951
28/7/2014,1978.910034
25/7/2014,1978.339966
24/7/2014,1987.97998
23/7/2014,1987.01001
22/7/2014,1983.530029
21/7/2014,1973.630005
18/7/2014,1978.219971
17/7/2014,1958.119995
16/7/2014,1981.569946
15/7/2014,1973.280029
14/7/2014,1977.099976
11/7/2014,1967.569946
10/7/2014,1964.680054
9/7/2014,1972.829956
8/7/2014,1963.709961
7/7/2014,1977.650024
3/7/2014,1985.439941
2/7/2014,1974.619995
1/7/2014,1973.319946
30/6/2014,1960.22998
27/6/2014,1960.959961
26/6/2014,1957.219971
25/6/2014,1959.530029
24/6/2014,1949.97998
23/6/2014,1962.609985
20/6/2014,1962.869995
19/6/2014,1959.47998
18/6/2014,1956.97998
17/6/2014,1941.98999
16/6/2014,1937.780029
13/6/2014,1936.160034
12/6/2014,1930.109985
11/6/2014,1943.890015
10/6/2014,1950.790039
9/6/2014,1951.27002
6/6/2014,1949.439941
5/6/2014,1940.459961
4/6/2014,1927.880005
3/6/2014,1924.23999
2/6/2014,1924.969971
30/5/2014,1923.569946
29/5/2014,1920.030029
28/5/2014,1909.780029
27/5/2014,1911.910034
23/5/2014,1900.530029
22/5/2014,1892.48999
21/5/2014,1888.030029
20/5/2014,1872.829956
19/5/2014,1885.079956
16/5/2014,1877.859985
15/5/2014,1870.849976
14/5/2014,1888.530029
13/5/2014,1897.449951
12/5/2014,1896.650024
9/5/2014,1878.47998
8/5/2014,1875.630005
7/5/2014,1878.209961
6/5/2014,1867.719971
5/5/2014,1884.660034
2/5/2014,1881.140015
1/5/2014,1883.680054
30/4/2014,1883.949951
29/4/2014,1878.329956
28/4/2014,1869.430054
25/4/2014,1863.400024
24/4/2014,1878.609985
23/4/2014,1875.390015
22/4/2014,1879.550049
21/4/2014,1871.890015
17/4/2014,1864.849976
16/4/2014,1862.310059
15/4/2014,1842.97998
14/4/2014,1830.609985
11/4/2014,1815.689941
10/4/2014,1833.079956
9/4/2014,1872.180054
8/4/2014,1851.959961
7/4/2014,1845.040039
4/4/2014,1865.089966
3/4/2014,1888.77002
2/4/2014,1890.900024
1/4/2014,1885.52002
31/3/2014,1872.339966
28/3/2014,1857.619995
27/3/2014,1849.040039
26/3/2014,1852.560059
25/3/2014,1865.619995
24/3/2014,1857.439941
21/3/2014,1866.52002
20/3/2014,1872.01001
19/3/2014,1860.77002
18/3/2014,1872.25
17/3/2014,1858.829956
14/3/2014,1841.130005
13/3/2014,1846.339966
12/3/2014,1868.199951
11/3/2014,1867.630005
10/3/2014,1877.170044
7/3/2014,1878.040039
6/3/2014,1877.030029
5/3/2014,1873.810059
4/3/2014,1873.910034
3/3/2014,1845.72998
28/2/2014,1859.449951
27/2/2014,1854.290039
26/2/2014,1845.160034
25/2/2014,1845.119995
24/2/2014,1847.609985
21/2/2014,1836.25
20/2/2014,1839.780029
19/2/2014,1828.75
18/2/2014,1840.76001
14/2/2014,1838.630005
13/2/2014,1829.829956
12/2/2014,1819.26001
11/2/2014,1819.75
10/2/2014,1799.839966
7/2/2014,1797.02002
6/2/2014,1773.430054
5/2/2014,1751.640015
4/2/2014,1755.199951
3/2/2014,1741.890015
31/1/2014,1782.589966
30/1/2014,1794.189941
29/1/2014,1774.199951
28/1/2014,1792.5
27/1/2014,1781.560059
24/1/2014,1790.290039
23/1/2014,1828.459961
22/1/2014,1844.859985
21/1/2014,1843.800049
17/1/2014,1838.699951
16/1/2014,1845.890015
15/1/2014,1848.380005
14/1/2014,1838.880005
13/1/2014,1819.199951
10/1/2014,1842.369995
9/1/2014,1838.130005
8/1/2014,1837.48999
7/1/2014,1837.880005
6/1/2014,1826.77002
3/1/2014,1831.369995
2/1/2014,1831.97998
31/12/2013,1848.359985
30/12/2013,1841.069946
27/12/2013,1841.400024
26/12/2013,1842.02002
24/12/2013,1833.319946
23/12/2013,1827.98999
20/12/2013,1818.319946
19/12/2013,1809.599976
18/12/2013,1810.650024
17/12/2013,1781
16/12/2013,1786.540039
13/12/2013,1775.319946
12/12/2013,1775.5
11/12/2013,1782.219971
10/12/2013,1802.619995
9/12/2013,1808.369995
6/12/2013,1805.089966
5/12/2013,1785.030029
4/12/2013,1792.810059
3/12/2013,1795.150024
2/12/2013,1800.900024
29/11/2013,1805.810059
27/11/2013,1807.22998
26/11/2013,1802.75
25/11/2013,1802.47998
22/11/2013,1804.76001
21/11/2013,1795.849976
20/11/2013,1781.369995
19/11/2013,1787.869995
18/11/2013,1791.530029
15/11/2013,1798.180054
14/11/2013,1790.619995
13/11/2013,1782
12/11/2013,1767.689941
11/11/2013,1771.890015
8/11/2013,1770.609985
7/11/2013,1747.150024
6/11/2013,1770.48999
5/11/2013,1762.969971
4/11/2013,1767.930054
1/11/2013,1761.640015
31/10/2013,1756.540039
30/10/2013,1763.310059
29/10/2013,1771.949951
28/10/2013,1762.109985
25/10/2013,1759.77002
24/10/2013,1752.069946
23/10/2013,1746.380005
22/10/2013,1754.670044
21/10/2013,1744.660034
18/10/2013,1744.5
17/10/2013,1733.150024
16/10/2013,1721.540039
15/10/2013,1698.060059
14/10/2013,1710.140015
11/10/2013,1703.199951
10/10/2013,1692.560059
9/10/2013,1656.400024
8/10/2013,1655.449951
7/10/2013,1676.119995
4/10/2013,1690.5
3/10/2013,1678.660034
2/10/2013,1693.869995
1/10/2013,1695
30/9/2013,1681.550049
27/9/2013,1691.75
26/9/2013,1698.670044
25/9/2013,1692.77002
24/9/2013,1697.420044
23/9/2013,1701.839966
20/9/2013,1709.910034
19/9/2013,1722.339966
18/9/2013,1725.52002
17/9/2013,1704.76001
16/9/2013,1697.599976
13/9/2013,1687.98999
12/9/2013,1683.420044
11/9/2013,1689.130005
10/9/2013,1683.98999
9/9/2013,1671.709961
6/9/2013,1655.170044
5/9/2013,1655.079956
4/9/2013,1653.079956
3/9/2013,1639.77002
30/8/2013,1632.969971
29/8/2013,1638.170044
28/8/2013,1634.959961
27/8/2013,1630.47998
26/8/2013,1656.780029
23/8/2013,1663.5
22/8/2013,1656.959961
21/8/2013,1642.800049
20/8/2013,1652.349976
19/8/2013,1646.060059
16/8/2013,1655.829956
15/8/2013,1661.319946
14/8/2013,1685.390015
13/8/2013,1694.160034
12/8/2013,1689.469971
9/8/2013,1691.420044
8/8/2013,1697.47998
7/8/2013,1690.910034
6/8/2013,1697.369995
5/8/2013,1707.140015
2/8/2013,1709.670044
1/8/2013,1706.869995
31/7/2013,1685.72998
30/7/2013,1685.959961
29/7/2013,1685.329956
26/7/2013,1691.650024
25/7/2013,1690.25
24/7/2013,1685.939941
23/7/2013,1692.390015
22/7/2013,1695.530029
19/7/2013,1692.089966
18/7/2013,1689.369995
17/7/2013,1680.910034
16/7/2013,1676.26001
15/7/2013,1682.5
12/7/2013,1680.189941
11/7/2013,1675.02002
10/7/2013,1652.619995
9/7/2013,1652.319946
8/7/2013,1640.459961
5/7/2013,1631.890015
3/7/2013,1615.410034
2/7/2013,1614.079956
1/7/2013,1614.959961
28/6/2013,1606.280029
27/6/2013,1613.199951
26/6/2013,1603.26001
25/6/2013,1588.030029
24/6/2013,1573.089966
21/6/2013,1592.430054
20/6/2013,1588.189941
19/6/2013,1628.930054
18/6/2013,1651.810059
17/6/2013,1639.040039
14/6/2013,1626.72998
13/6/2013,1636.359985
12/6/2013,1612.52002
11/6/2013,1626.130005
10/6/2013,1642.810059
7/6/2013,1643.380005
6/6/2013,1622.560059
5/6/2013,1608.900024
4/6/2013,1631.380005
3/6/2013,1640.420044
31/5/2013,1630.73999
30/5/2013,1654.410034
29/5/2013,1648.359985
28/5/2013,1660.060059
24/5/2013,1649.599976
23/5/2013,1650.51001
22/5/2013,1655.349976
21/5/2013,1669.160034
20/5/2013,1666.290039
17/5/2013,1667.469971
16/5/2013,1650.469971
15/5/2013,1658.780029
14/5/2013,1650.339966
13/5/2013,1633.77002
10/5/2013,1633.699951
9/5/2013,1626.670044
8/5/2013,1632.689941
7/5/2013,1625.959961
6/5/2013,1617.5
3/5/2013,1614.420044
2/5/2013,1597.589966
1/5/2013,1582.699951
30/4/2013,1597.569946
29/4/2013,1593.609985
26/4/2013,1582.23999
25/4/2013,1585.160034
24/4/2013,1578.790039
23/4/2013,1578.780029
22/4/2013,1562.5
19/4/2013,1555.25
18/4/2013,1541.609985
17/4/2013,1552.01001
16/4/2013,1574.569946
15/4/2013,1552.359985
12/4/2013,1588.849976
11/4/2013,1593.369995
10/4/2013,1587.72998
9/4/2013,1568.609985
8/4/2013,1563.069946
5/4/2013,1553.280029
4/4/2013,1559.97998
3/4/2013,1553.689941
2/4/2013,1570.25
1/4/2013,1562.170044
28/3/2013,1569.189941
27/3/2013,1562.849976
26/3/2013,1563.77002
25/3/2013,1551.689941
22/3/2013,1556.890015
21/3/2013,1545.800049
20/3/2013,1558.709961
19/3/2013,1548.339966
18/3/2013,1552.099976
15/3/2013,1560.699951
14/3/2013,1563.22998
13/3/2013,1554.52002
12/3/2013,1552.47998
11/3/2013,1556.219971
8/3/2013,1551.180054
7/3/2013,1544.26001
6/3/2013,1541.459961
5/3/2013,1539.790039
4/3/2013,1525.199951
1/3/2013,1518.199951
28/2/2013,1514.680054
27/2/2013,1515.98999
26/2/2013,1496.939941
25/2/2013,1487.849976
22/2/2013,1515.599976
21/2/2013,1502.420044
20/2/2013,1511.949951
19/2/2013,1530.939941
15/2/2013,1519.790039
14/2/2013,1521.380005
13/2/2013,1520.329956
12/2/2013,1519.430054
11/2/2013,1517.01001
8/2/2013,1517.930054
7/2/2013,1509.390015
6/2/2013,1512.119995
5/2/2013,1511.290039
4/2/2013,1495.709961
1/2/2013,1513.170044
31/1/2013,1498.109985
30/1/2013,1501.959961
29/1/2013,1507.839966
28/1/2013,1500.180054
25/1/2013,1502.959961
24/1/2013,1494.819946
23/1/2013,1494.810059
22/1/2013,1492.560059
18/1/2013,1485.97998
17/1/2013,1480.939941
16/1/2013,1472.630005
15/1/2013,1472.339966
14/1/2013,1470.680054
11/1/2013,1472.050049
10/1/2013,1472.119995
9/1/2013,1461.02002
8/1/2013,1457.150024
7/1/2013,1461.890015
4/1/2013,1466.469971
